0;4 28 43 26 25 22 30 35 25 16 10 16 14 15 14 15 12 13 14 15 15 14 14 12 15 15 14 14 15 14 14 16 14 15 15 16 17 17 16 13 8 7 8 10 9 9 6 5 3 8 11 11 10 12 15 18 19 16 20 20 17 19 20 19 18 20 21 22 20 16 13 11 12 13 14 15 16 15 15 15 14 14 14 19 22 21 23 22 20 20 12 10 11 11 11 11
0;5 7 12 15 17 26 33 42 38 34 26 25 25 19 14 11 11 14 15 14 14 15 14 14 13 14 14 13 16 16 15 15 13 14 13 14 15 13 14 15 16 15 13 15 12 11 10 6 2 9 14 14 18 19 22 22 22 22 23 24 26 24 22 19 16 14 13 12 13 13 13 16 13 19 18 16 16 15 15 14 14 16 16 15 14 16 15 16 17 19 17 17 16 15 13 11
0;5 12 27 30 29 30 45 36 31 14 12 11 12 12 13 14 15 17 18 15 16 12 14 14 14 15 17 17 16 15 15 16 17 17 17 18 19 18 17 15 7 8 9 8 8 10 10 8 4 12 14 16 16 19 20 20 17 27 27 30 26 25 16 17 16 13 11 10 12 12 13 15 14 14 14 16 15 14 14 14 14 14 15 16 17 18 20 19 19 19 19 17 16 14 13 12
0;8 16 20 37 44 45 43 32 36 36 30 13 13 14 19 19 18 18 16 21 22 21 24 24 18 16 20 18 20 21 22 24 23 23 21 25 24 20 16 18 16 9 10 11 10 13 13 8 7 13 15 17 23 20 19 25 23 25 30 27 25 22 22 19 21 23 22 18 20 23 21 16 16 18 16 15 18 16 19 20 25 33 21 27 30 36 26 23 26 22 25 24 13 15 11 17
0;6 18 18 19 12 19 25 27 20 12 16 14 13 10 28 32 26 23 16 16 17 17 16 17 16 16 19 22 20 19 19 20 18 20 20 18 16 17 16 13 8 10 10 8 6 9 6 4 4 14 19 14 14 14 14 19 18 19 22 17 20 20 20 19 19 23 23 20 20 20 23 22 11 17 19 21 18 15 18 19 19 20 22 21 18 16 15 10 9 10 8 9 8 9 10 8
0;9 12 14 20 29 37 26 15 5 17 35 38 25 17 19 18 15 19 21 20 20 19 19 19 17 19 19 16 13 14 16 16 17 13 14 13 14 11 6 6 6 6 7 7 5 6 5 4 4 9 11 9 10 10 10 11 18 24 24 25 25 21 24 27 28 29 23 23 14 13 17 19 19 20 18 19 15 14 16 19 18 19 16 15 17 16 15 11 6 8 8 8 6 7 10 10
0;13 41 47 25 12 4 15 25 30 31 26 14 15 18 18 17 18 21 17 17 19 21 14 19 18 18 18 15 17 16 14 16 17 15 15 16 13 11 9 8 7 7 7 9 11 15 12 9 5 10 10 8 8 9 9 14 15 17 19 18 20 22 20 21 23 24 23 25 27 26 22 18 16 13 15 13 19 26 27 30 28 27 25 22 18 16 9 9 11 9 12 9 10 11 13 9
0;3 5 6 6 6 11 12 23 33 26 35 31 37 32 24 14 12 16 16 15 17 16 17 16 16 14 16 14 17 16 17 16 15 16 15 17 16 16 13 11 9 9 7 6 6 6 7 5 7 9 14 15 15 13 17 20 23 22 19 19 21 19 19 18 19 18 19 18 14 11 19 19 15 19 17 18 16 16 16 15 16 16 15 16 16 15 15 15 12 7 7 7 6 9 9 9
0;7 7 11 15 20 19 44 44 38 38 25 13 15 14 16 15 14 14 15 16 15 13 18 14 16 16 18 16 17 16 15 15 13 15 16 18 16 17 19 16 13 8 11 8 8 10 12 8 3 8 11 11 10 11 12 22 21 21 20 23 25 23 20 19 21 15 18 18 19 19 17 15 13 14 13 13 12 10 10 14 17 21 26 27 27 24 24 20 20 18 17 11 11 11 9 13
0;4 23 43 40 22 13 24 33 32 30 17 13 12 13 15 14 14 16 14 15 13 16 13 15 13 15 16 16 17 16 14 15 13 17 17 17 16 7 8 8 8 6 8 7 8 10 9 6 4 10 12 11 11 11 15 17 20 17 16 18 17 16 17 16 15 15 16 16 15 17 17 18 15 11 14 13 11 12 15 18 21 22 24 25 29 23 24 21 18 10 11 11 12 12 12 10
