0;4 28 58 49 48 35 50 48 39 27 16 22 16 18 19 18 17 18 17 18 17 19 16 16 18 17 19 16 18 19 18 20 20 22 17 23 24 23 19 18 17 10 9 14 12 11 9 6 3 8 14 17 15 22 20 25 24 23 24 24 26 25 23 26 29 24 30 29 26 24 16 13 15 14 19 18 21 20 19 21 17 20 20 28 27 30 31 33 28 26 26 14 16 17 17 15
0;5 7 17 20 27 35 46 59 50 48 46 38 35 25 19 16 13 19 20 19 16 18 19 18 18 19 18 18 19 20 22 19 19 19 18 15 20 19 19 18 21 18 17 17 15 14 13 10 2 9 19 18 24 26 25 28 30 28 28 33 38 30 28 24 21 18 16 13 14 19 17 19 18 29 23 22 22 22 19 19 18 20 20 22 19 20 20 23 20 25 23 21 23 20 19 13
0;5 12 42 49 46 63 66 51 42 33 16 12 17 18 16 15 20 19 21 18 19 16 16 16 16 18 19 21 19 20 21 21 24 21 21 25 20 25 22 19 17 11 10 13 12 14 14 10 4 12 18 20 22 22 27 26 26 37 33 39 36 28 27 24 19 16 15 11 14 16 16 17 17 18 20 20 18 17 18 18 18 20 18 21 20 21 26 26 23 23 27 23 19 18 18 15
0;8 16 24 60 59 52 51 47 52 48 38 34 15 19 26 23 21 28 20 30 25 28 31 34 24 20 26 22 24 30 33 30 30 35 27 35 33 24 22 22 20 18 15 14 15 16 17 13 7 13 19 21 31 25 28 39 29 35 37 32 41 31 26 28 25 31 31 24 28 28 25 27 20 24 20 24 21 22 24 29 34 49 35 41 41 46 50 32 33 34 36 35 26 19 19 23
0;6 18 22 24 29 32 35 41 37 28 28 20 20 13 56 38 40 36 23 20 22 23 21 20 21 22 26 29 26 26 27 29 24 28 22 22 20 22 19 18 15 16 12 10 10 12 9 6 4 14 24 25 20 18 18 30 21 26 29 28 29 28 30 26 23 29 31 31 28 22 32 25 24 23 27 25 25 22 27 24 23 25 28 30 27 22 22 19 14 13 12 12 11 14 13 10
0;9 12 18 34 40 53 41 28 15 29 55 41 42 29 23 23 22 25 27 23 22 24 21 23 23 25 23 21 18 19 20 22 24 19 17 18 15 14 13 6 8 8 8 9 7 7 6 5 4 9 13 15 15 12 14 16 27 30 30 30 31 33 37 40 37 36 37 31 23 18 23 23 27 25 32 24 23 19 20 24 23 22 19 16 23 19 16 15 13 12 10 10 8 8 15 10
0;13 41 53 47 27 12 28 37 39 42 41 28 20 23 22 22 27 28 25 21 25 25 21 26 25 28 24 20 19 19 18 18 24 21 19 19 16 15 17 13 8 7 7 13 13 19 17 12 5 10 14 14 10 12 13 21 24 21 23 21 28 32 26 28 31 29 28 37 39 33 30 28 24 18 19 15 27 39 32 45 38 38 37 35 26 22 22 11 15 13 17 14 13 16 17 15
0;3 5 7 6 12 16 19 38 51 37 66 49 53 45 34 28 14 22 20 20 21 17 22 19 20 16 22 16 20 23 22 21 20 19 20 19 19 20 16 15 15 11 11 7 8 8 8 7 7 9 19 22 19 21 25 23 28 27 24 27 29 25 25 25 24 23 26 25 18 14 27 21 21 27 21 21 20 20 18 20 19 18 16 19 18 20 17 17 17 14 9 9 7 14 11 11
0;7 7 17 23 31 28 69 44 46 48 42 29 19 19 20 18 21 18 20 21 18 19 23 20 18 20 20 20 24 21 20 19 21 19 21 24 26 24 25 19 20 17 16 13 12 14 18 12 3 8 14 17 17 16 17 38 26 29 25 32 33 29 25 26 31 29 27 24 24 29 23 21 19 21 16 17 13 14 12 18 22 29 39 38 41 37 30 28 30 26 24 21 15 17 13 21
0;4 23 63 51 40 24 53 48 37 40 38 17 17 16 17 21 16 22 18 20 17 19 16 19 19 17 21 22 22 19 20 20 17 23 25 23 19 16 11 10 12 8 10 10 11 12 12 9 4 10 14 20 13 15 27 23 27 24 23 26 22 23 22 21 22 19 21 20 22 25 23 25 22 15 19 14 13 15 20 23 28 31 36 34 41 39 37 32 27 20 16 17 17 16 16 14
0;1 24 72 48 47 81 45 43 29 17 21 18 20 21 16 20 18 18 19 16 17 20 17 18 16 14 17 14 15 16 16 16 16 14 15 17 14 17 17 16 14 15 11 10 10 8 9 7 4 9 11 12 16 18 17 25 23 26 27 25 29 26 31 28 23 28 21 17 14 12 16 21 21 24 21 22 21 24 22 22 23 21 21 21 21 19 22 20 22 20 18 15 10 10 18 12
0;3 21 51 46 30 27 22 12 56 53 44 39 25 14 16 19 18 21 23 21 20 24 19 22 20 24 21 16 20 21 19 17 18 17 19 19 16 17 14 13 16 13 11 12 10 9 11 8 4 4 6 7 16 15 22 17 12 18 17 18 21 21 19 18 19 18 19 21 28 31 31 26 29 21 23 19 21 19 23 26 30 27 33 37 33 35 35 32 31 26 23 18 16 11 12 15
0;5 18 24 35 58 41 31 56 46 51 46 42 38 27 25 24 17 23 23 21 21 24 25 25 31 31 20 19 19 18 18 21 18 18 22 16 16 15 16 14 15 9 14 13 15 17 10 10 5 7 11 15 15 15 18 13 21 24 25 26 23 28 28 24 24 18 29 35 28 29 34 34 31 29 35 38 40 40 34 28 33 36 27 33 29 27 26 21 18 18 13 18 13 9 9 13
0;6 27 37 34 19 44 46 40 44 29 15 17 19 21 19 19 21 18 21 19 23 21 18 25 19 22 20 18 23 20 22 26 18 19 9 9 11 8 8 8 6 8 6 7 8 8 9 8 4 12 20 20 20 16 25 27 24 27 27 26 23 22 25 28 25 24 15 12 9 11 21 27 27 26 19 23 19 24 18 19 21 19 18 21 24 18 20 19 17 15 13 11 10 12 15 12
0;6 14 30 56 53 49 47 44 40 35 22 18 24 21 20 22 21 24 19 22 18 19 19 17 22 17 19 17 18 15 17 16 16 19 15 16 18 14 13 14 9 9 7 13 9 12 10 7 5 9 11 12 12 12 21 21 24 24 21 24 23 22 20 26 30 26 26 25 27 20 17 14 17 24 29 27 34 34 30 33 29 27 29 23 30 28 25 23 20 22 18 16 15 15 10 11
